id,id_revenda,country,state,city
16,12,Brasil,BA,Água Fria
17,12,Brasil,BA,Aiquara
18,12,Brasil,BA,Alcobaça
19,12,Brasil,BA,Almadina
20,12,Brasil,BA,Anagé
21,12,Brasil,BA,Apuarema
22,12,Brasil,BA,Aracatu
23,12,Brasil,BA,Arataca
24,12,Brasil,BA,Arataca
25,12,Brasil,BA,Aurelino Leal
26,12,Brasil,BA,Barra do Choça
27,12,Brasil,BA,Barra do Rocha
28,12,Brasil,BA,Barro Preto
29,12,Brasil,BA,Belmonte
30,12,Brasil,BA,Belo Campo
31,12,Brasil,BA,Boa Nova
32,12,Brasil,BA,Bom Jesus da Serra
33,12,Brasil,BA,Brumado
34,12,Brasil,BA,Buerarema
35,12,Brasil,BA,Caatiba
36,12,Brasil,BA,Caculé
37,12,Brasil,BA,Caetanos
38,12,Brasil,BA,Caetité
39,12,Brasil,BA,Camacan
40,12,Brasil,BA,Camamu
41,12,Brasil,BA,Canavieiras
42,12,Brasil,BA,Candiba
43,12,Brasil,BA,Cândido Sales
44,12,Brasil,BA,Caraíbas
45,12,Brasil,BA,Caravelas
46,12,Brasil,BA,Carinhanha
47,12,Brasil,BA,Coaraci
48,12,Brasil,BA,Cocos
49,12,Brasil,BA,Condeúba
50,12,Brasil,BA,Contendas do Sincorá
51,12,Brasil,BA,Cordeiros
52,12,Brasil,BA,Coribe
53,12,Brasil,BA,Dário Meira
54,12,Brasil,BA,Dom Basílio
55,12,Brasil,BA,Encruzilhada
56,12,Brasil,BA,Eunápolis
57,12,Brasil,BA,Feira da Mata
58,12,Brasil,BA,Firmino Alves
